funding_total_usd,funding_rounds,years_since_founded,years_since_last_funding,domain_clean,status_failed
13000.0,1,14.0,11,AI,0
1300000.0,2,20.0,14,curated web|security,0
6500000.0,1,21.0,19,mobile|music|video streaming,1
17100000.0,2,21.0,18,apps|games|social media,0
2000000.0,1,22.0,16,curated web|internet|online dating,0
95000.0,2,13.0,12,credit cards|curated web|discounts|e-commerce,0
37501105.0,2,19.0,17,communities|social business|social media|social media management,0
2000000.0,1,12.0,12,clean technology,0
2000000.0,1,26.0,15,SaaS,0
3850000.0,1,24.0,14,security,0
1398947.0,2,13.0,11,mobile|services|startups,0
2500000.0,1,23.0,19,SaaS,0
2448955.0,2,18.0,13,biotechnology,0
1200000.0,2,14.0,12,SaaS,0
378000.0,1,23.0,20,SaaS,1
2000000.0,1,12.0,12,big data analytics|farming|internet of things,0
5600000.0,1,12.0,11,SaaS,0
159968498.0,10,27.0,12,SaaS,0
8000000.0,1,14.0,12,advanced materials|clean technology|material science|nanotechnology,0
3396496.0,2,16.0,13,HealthTech,0
20000.0,1,20.0,14,HealthTech,1
30000000.0,1,20.0,18,e-commerce,1
2000000.0,1,16.0,14,networking|web hosting,0
35000000.0,1,22.0,11,information technology,0
40000000.0,2,19.0,12,biotechnology|pharmaceuticals,0
2000000.0,1,11.0,11,EdTech,0
12000000.0,1,13.0,13,mobile games,0
2000000.0,1,12.0,12,analytics|big data|big data analytics,0
2000000.0,1,20.0,18,games,0
25000.0,1,15.0,15,ipad|mobile|tablets,0
2350000.0,1,11.0,11,e-commerce|fashion|marketplaces|mobile commerce,0
2000000.0,1,19.0,17,SaaS,1
106200000.0,4,18.0,11,e-commerce,0
22071177.0,3,37.0,15,e-commerce,0
400000.0,2,14.0,13,games,0
1450000.0,2,14.0,11,FinTech,0
2000000.0,1,13.0,11,EdTech,0
120000000.0,1,25.0,11,biotechnology,0
84299975.0,6,22.0,12,biotechnology,0
1000000.0,1,19.0,16,SaaS,0
5000.0,1,13.0,13,beauty|organic|therapeutics,0
2000000.0,1,11.0,11,services|technology|wireless,1
40000.0,1,14.0,13,clean technology,0
80000.0,2,14.0,14,EdTech,0
131350.0,1,20.0,19,SaaS,1
2065000.0,3,16.0,12,mobile,0
204630.0,1,14.0,14,AI,0
2000000.0,2,13.0,11,HealthTech,0
1330000.0,3,16.0,12,EdTech,0
3100000.0,1,17.0,17,FinTech,1
300000.0,1,13.0,12,beauty|fashion|technology,0
3000000.0,2,20.0,17,MarTech,0
14360000.0,1,56.0,18,semiconductors,1
9911648.0,8,16.0,12,e-commerce,0
525000.0,1,12.0,11,electronics,0
10000000.0,1,18.0,13,curated web,0
10000000.0,1,25.0,21,web hosting,0
5000000.0,1,17.0,16,e-commerce,0
19000.0,1,14.0,14,e-commerce|fashion,1
100000.0,1,16.0,15,biotechnology,0
15399186.0,4,33.0,19,SaaS,0
815000.0,1,16.0,12,AI,1
2000000.0,1,17.0,17,curated web|online dating|venture capital,1
1000000.0,2,13.0,11,internet,0
77800000.0,7,14.0,11,SaaS,0
2000000.0,1,21.0,21,AI,0
30000.0,1,12.0,11,bridging online and offline|local advertising|marketplaces,0
1875000.0,1,13.0,13,mobile,0
2000000.0,2,11.0,11,business services|e-commerce|internet|services,0
5000000.0,1,12.0,11,computers|security,0
33000000.0,2,15.0,13,e-commerce,0
445035.0,3,14.0,13,games,0
1000000.0,1,17.0,16,SaaS,0
290000.0,1,13.0,13,curated web,0
2700000.0,1,17.0,13,application platforms|internet|web development,0
14109347.0,3,20.0,16,semiconductors,0
35000000.0,3,22.0,18,semiconductors,0
32850000.0,3,16.0,11,SaaS,0
6000000.0,3,21.0,15,SaaS,0
164473.0,1,14.0,13,analytics,0
276938.0,2,12.0,11,child care,0
13100000.0,2,12.0,11,printing,0
963000.0,1,20.0,17,SaaS,1
500000.0,1,19.0,15,games|mobile,0
290000.0,2,17.0,16,consumer goods|distribution|hardware|manufacturing,0
2000000.0,1,16.0,13,SaaS,0
3700000.0,1,15.0,11,technology,0
300000.0,1,19.0,15,furniture|pets,0
2000000.0,1,17.0,12,biotechnology,0
26438098.0,4,21.0,12,biotechnology,0
250000.0,1,18.0,16,biotechnology,0
500000.0,1,13.0,13,biotechnology,0
224811.0,1,12.0,11,consumer electronics,0
2000000.0,1,14.0,12,SaaS,0
69000000.0,4,26.0,14,biotechnology,0
1000000.0,1,25.0,19,HealthTech,0
14602480.0,2,23.0,13,biotechnology,0
124592500.036124,2,30.0,11,biotechnology,0
1200001.0,2,17.0,11,HealthTech,0
48800000.0,3,30.0,18,hardware|semiconductors,0
1000000.0,1,11.0,11,SaaS,1
2000000.0,1,29.0,11,nanotechnology,0
29120990.0,5,22.0,12,nanotechnology,0
1890000.0,1,22.0,20,nanotechnology,0
16125150.0,2,24.0,17,SaaS,0
2070000.0,1,27.0,18,nanotechnology,1
2000000.0,1,17.0,16,nanotechnology,0
2765250.0,3,32.0,11,services,0
54700000.0,3,30.0,16,nanotechnology,0
95500000.0,3,21.0,14,nanotechnology,0
8801767.0,2,24.0,15,biotechnology,0
435278.0,2,14.0,12,green consumer goods|lighting,0
3049871.0,1,13.0,12,SaaS,0
24373802.0,6,20.0,11,SaaS,0
22639501.0,3,24.0,12,nanotechnology,0
3049998.0,1,26.0,17,biotechnology,0
500000.0,1,24.0,17,biotechnology,0
2322500.0,1,20.0,13,nanotechnology,0
25523512.0,5,20.0,13,biotechnology,0
14000000.0,1,27.0,23,electronics,1
150000.0,1,13.0,12,development platforms|mobile games,0
150000.0,2,15.0,14,AI,0
2000000.0,1,12.0,11,real estate,0
1100000.0,1,22.0,18,nanotechnology,0
339805.0,1,13.0,13,AI,0
3122500.0,2,13.0,11,biotechnology,0
150005.0,1,17.0,15,manufacturing,0
50000.0,1,14.0,14,HealthTech,0
2000000.0,1,12.0,12,manufacturing,0
4500000.0,1,22.0,16,HealthTech,1
17600000.0,2,19.0,11,manufacturing,0
30000.0,1,13.0,11,manufacturing|nanotechnology|technology,0
2600000.0,2,17.0,13,nanotechnology,0
91004842.0587586,6,22.0,16,semiconductors,1
2000000.0,1,17.0,12,SaaS,0
1238277.0,2,15.0,11,biotechnology,0
2000000.0,1,22.0,15,nanotechnology|open source,1
69500000.0,6,14.0,11,SaaS,0
9110280.0,5,19.0,11,nanotechnology,0
1491477.0,1,24.0,18,nanotechnology,0
225081113.04000014,7,24.0,14,clean technology|nanotechnology,0
2197973.0,3,24.0,12,HealthTech,0
39270000.0,3,27.0,11,HealthTech,0
640181.0,3,21.0,17,manufacturing,0
35000000.0,3,24.0,14,browser extensions|nanotechnology,0
38000903.0,5,19.0,13,HealthTech,1
22000000.0,2,27.0,23,HealthTech,1
110250000.0,9,23.0,13,HealthTech,0
144273501.0,9,25.0,11,nanotechnology,0
6058274.0,3,17.0,11,security,0
13500000.0,3,23.0,18,semiconductors,0
45000.0,1,11.0,11,AI,0
3453953.0,1,14.0,14,nanotechnology,0
66500000.0,3,27.0,11,biotechnology|manufacturing|pharmaceuticals,0
1742189.0,2,19.0,16,biotechnology,0
16338400.0,2,16.0,11,SaaS,0
4195228.0,4,16.0,12,HealthTech,0
2500000.0,2,23.0,11,HealthTech,0
46000000.0,6,21.0,12,biotechnology,0
3197065.0,4,17.0,11,nanotechnology,0
1500000.0,1,12.0,12,HealthTech,0
82392020.0,6,26.0,11,hardware|nanotechnology|semiconductors,0
225081113.04000014,5,19.0,11,HealthTech,0
110000000.0,4,13.0,12,SaaS,0
140000000.0,2,13.0,12,semiconductors,0
2000000.0,1,21.0,14,fashion,0
2000000.0,1,31.0,14,manufacturing,0
170000.0,1,14.0,13,design,0
3086.0,1,11.0,11,apps|internet|social media,1
6600000.0,2,20.0,17,SaaS,0
2000000.0,1,37.0,15,HealthTech,0
2401536.0,3,17.0,14,SaaS,0
250000.0,1,15.0,15,music|video,0
10081869.0,5,25.0,12,HealthTech,0
1000000.0,2,15.0,13,SaaS,0
2000000.0,1,12.0,12,HealthTech,0
8311.0,2,12.0,11,electric vehicles|manufacturing|mobility,0
13000000.0,1,16.0,12,AI,0
70000.0,1,15.0,14,social media|social network media,0
9000000.0,2,15.0,13,apps|games|mobile,1
165000.0,1,15.0,14,EdTech,0
12225000.0,4,14.0,12,SaaS,0
32400000.0,6,16.0,12,AI,0
2218000.0,4,13.0,11,HealthTech,0
1225000.0,2,12.0,11,analytics|data visualization|predictive analytics,1
226252.0,3,14.0,13,cloud computing|curated web|mobile,0
50000.0,1,13.0,11,SaaS,0
38700000.0,2,29.0,17,security,0
3100000.0,2,16.0,11,facebook applications|games|social games|startups,0
12000000.0,2,14.0,11,AI,0
8332219.0,2,17.0,11,SaaS,0
564971.0,1,15.0,13,video,0
1967500.0,3,18.0,11,biotechnology,0
363000.0,3,16.0,11,biotechnology,0
13400000.0,2,23.0,19,SaaS,1
8500000.0,4,23.0,11,curated web,0
22500000.0,2,14.0,11,biotechnology,0
2341899.0,3,14.0,12,HealthTech,0
65000000.0,3,20.0,11,AI,0
53000000.0,4,17.0,12,SaaS,0
55630000.0,2,20.0,18,social media,0
2000000.0,1,13.0,12,hospitality,0
8390080.0,4,17.0,11,clean technology,0
154100000.0,7,22.0,11,HealthTech,0
3334176.0,1,14.0,12,analytics,0
23630.0,2,18.0,15,SaaS,0
2000000.0,1,29.0,12,waste management,0
758206.0,1,14.0,12,clean technology,0
105000000.0,2,27.0,11,FinTech,0
2000000.0,1,13.0,14,AI,0
55000000.0,2,139.0,13,HealthTech,0
2000000.0,1,11.0,11,AI,0
1000000.0,1,28.0,11,manufacturing,0
10000.0,1,12.0,12,media|news,0
4930000.0,2,24.0,17,FinTech,1
2000000.0,1,14.0,11,SaaS,0
2000000.0,1,19.0,14,consulting,0
14000000.0,1,65.0,15,consulting,0
2000000.0,1,20.0,20,curated web,0
128000000.0,1,30.0,19,HealthTech,0
1500000.0,1,17.0,14,SaaS,0
14750000.0,3,17.0,13,SaaS,0
1900000.0,1,13.0,13,social media,0
55000.0,1,15.0,14,HealthTech,0
1000000.0,1,16.0,13,HealthTech,0
420000.0,2,16.0,16,FinTech,0
2000000.0,1,12.0,12,hospitality|travel,0
118000.0,1,12.0,12,apps|curated web|local based services|mobile,0
2150000.0,2,13.0,12,MarTech,0
2000000.0,2,26.0,15,clean technology,0
2000000.0,2,26.0,21,advertising exchanges|advertising networks|advertising platforms|mobile advertising|mobile analytics|mobile games,0
9886414.0,2,24.0,11,biotechnology,0
500000.0,1,14.0,14,travel,0
70000.0,1,16.0,16,business services|curated web|internet|opinions|politics|polling|social media,1
2000000.0,1,12.0,11,social media|social network media,0
2000000.0,1,12.0,12,apps,0
2000000.0,1,14.0,13,AI,0
1900000.0,1,21.0,18,clean technology,1
19114247.0,2,25.0,20,SaaS,0
12643989.0,2,31.0,17,HealthTech,0
2000000.0,1,11.0,11,food processing|organic food,0
1000000.0,1,14.0,11,3d printing|consumer electronics|internet of things,0
2000000.0,1,18.0,12,HealthTech,0
143000.0,1,19.0,12,manufacturing,0
2000000.0,1,16.0,11,HealthTech,0
11000000.0,3,25.0,14,games|graphics,0
350000.0,1,13.0,11,HealthTech,0
250000.0,1,20.0,20,advertising|green|media,0
2000000.0,1,21.0,12,nutrition|pets|specialty foods,0
4000000.0,1,23.0,20,environmental innovation|services|technology,0
225000.0,1,12.0,11,EdTech,0
58500000.0,4,14.0,11,AI,0
5000.0,1,22.0,12,HealthTech,0
2000000.0,1,14.0,13,hospitality,0
1469331.0,1,15.0,12,HealthTech,0
2000000.0,1,45.0,21,insurance,0
2000000.0,1,16.0,14,clean technology,0
200000.0,1,19.0,19,news|social bookmarking,1
6597.0,1,13.0,13,AI,0
162106599.0,5,18.0,12,biotechnology,0
250611.0,1,13.0,12,leisure|service providers|travel & tourism|vacation rentals,0
20829400.0,2,27.0,19,biotechnology,0
25755532.0,2,17.0,16,biotechnology,0
109361.0,1,14.0,13,curated web,0
2850000.0,1,11.0,11,automotive|information services|mobile,1
45431351.0,4,18.0,11,AI,0
200000.0,1,18.0,12,SaaS,0
2000000.0,1,17.0,17,security,1
26500000.0,2,13.0,11,cars|displays|mobile commerce,0
2000000.0,2,18.0,15,ad targeting|analytics,0
132694.0,1,16.0,13,location based services|service providers|transportation,0
50000000.0,2,16.0,12,employment|real estate|search,0
2000000.0,1,27.0,13,curated web,0
13500000.0,5,17.0,12,consulting,0
14000000.0,2,23.0,17,public transportation,0
5790000.0,1,18.0,16,clean technology,0
42000000.0,3,26.0,25,advertising,0
92500000.0,3,43.0,11,HealthTech,0
155000.0,1,21.0,20,mobile,0
46000000.0,2,23.0,12,manufacturing,0
15250000.0,3,18.0,11,HealthTech,0
50000.0,1,21.0,16,biotechnology,0
43000000.0,2,20.0,16,biotechnology,0
240000.0,2,15.0,12,SaaS,0
4099999.0,2,15.0,13,HealthTech,0
80920000.0,3,26.0,19,web hosting,0
870000.0,3,13.0,12,HealthTech,0
19330001.0,4,31.0,14,biotechnology,0
1151108.0,1,19.0,13,SaaS,0
225081113.04000014,1,13.0,12,energy|natural resources|oil & gas,0
14000000.0,3,22.0,12,SaaS,0
5000000.0,1,25.0,16,mobile,0
4241446.0,2,16.0,14,automotive|maps|mobile|navigation,0
200000.0,1,18.0,17,semiconductors,0
2000000.0,1,45.0,13,SaaS,0
188679.0,1,14.0,13,SaaS,0
5000.0,1,15.0,12,public relations,0
1500000.0,1,14.0,12,SaaS,0
4068970.0,2,21.0,20,automotive|gps|location based services|mobile|navigation,1
100000.0,1,14.0,11,HealthTech,0
320000.0,1,14.0,11,EdTech,0
27034.0,1,15.0,13,android|navigation|travel|web development,1
120000.0,2,12.0,12,SaaS,0
100000.0,1,12.0,12,analytics|databases,0
9301500.0,3,26.0,13,mobile,0
7408000.0,4,14.0,12,FinTech,0
2000000.0,1,21.0,19,technology,0
3097541.0,1,14.0,11,HealthTech,0
18000000.0,2,16.0,16,news,1
5022837.0,4,15.0,11,data integration|e-commerce,0
49000002.0,4,14.0,11,FinTech,0
52300999.0,5,28.0,16,security,0
38924.0,1,12.0,11,EdTech,0
2000000.0,1,13.0,13,organic food,0
57800000.0,3,23.0,14,SaaS,0
2000000.0,1,14.0,13,augmented reality|e-commerce|furniture|home & garden|kinect,0
51954587.0,6,21.0,12,HealthTech,0
1500000.0,1,142.0,14,SaaS,0
2000000.0,1,14.0,12,information technology,0
25000.0,1,11.0,11,big data analytics|predictive analytics|social media,0
7100000.0,2,13.0,13,advertising,0
9250000.0,3,14.0,12,SaaS,0
3826452.0,1,14.0,11,analytics|energy management|home automation,0
30676.0,1,14.0,13,games,0
1000000.0,2,13.0,12,analytics,0
22108725.0,2,24.0,15,HealthTech,0
3164683.0,2,20.0,11,games|virtual worlds,0
11318726.0,3,13.0,15,HealthTech,0
1400000.0,2,11.0,11,AI,0
6268669.0,2,27.0,13,clean technology,0
2000000.0,1,15.0,15,fashion,0
20000.0,1,17.0,11,HealthTech,0
10000.0,1,13.0,13,advertising,0
400466.0,1,11.0,11,SaaS,0
25000.0,1,14.0,13,local|location based services|mobile|social network media,0
3282327.0,3,16.0,14,AI,0
2000000.0,1,12.0,12,e-commerce,0
1125000.0,2,14.0,13,design|e-commerce|fashion|marketplaces,0
1000000.0,2,18.0,16,mobile,0
25500000.0,2,14.0,12,advertising|analytics|location based services|media|mobile analytics|technology,0
1996837.0,3,15.0,12,biometrics|sensors,0
2000000.0,1,14.0,11,information technology,0
300000.0,1,14.0,12,events|local search,0
150000.0,1,19.0,17,curated web,0
2000000.0,1,14.0,14,events|location based services|mobile,0
2000000.0,2,14.0,11,EdTech,0
1672753.0,2,20.0,15,pets,0
43843083.0,4,21.0,13,SaaS,0
100000.0,1,13.0,13,bitcoin|mobile|music|peer-to-peer|video,1
250000.0,2,15.0,14,SaaS,1
2000000.0,1,11.0,11,collaboration|location based services|social + mobile + local,0
300000.0,1,33.0,21,biotechnology,1
30150000.0,2,20.0,19,advertising,1
38500000.0,4,15.0,12,SaaS,1
253000.0,3,12.0,11,SaaS,0
25000.0,2,12.0,12,SaaS,0
2000000.0,1,16.0,15,AI,0
250000.0,1,12.0,11,gift exchange|gift registries|mobile,1
1300000.0,2,14.0,12,SaaS,0
1507500.0,1,18.0,11,biotechnology,0
140449.0,1,14.0,14,content discovery|curated web|news,0
615000.0,2,13.0,12,e-commerce|fashion|lifestyle|mobile|technology,0
75000.0,2,12.0,11,consumer electronics|iphone|mobile,0
3300000.0,1,30.0,11,fashion,0
100000.0,1,13.0,13,MarTech,0
10000.0,1,13.0,13,b2b|e-commerce,0
500000.0,1,19.0,19,marketplaces|social media|social network media|web development,0
1000000.0,1,16.0,19,SaaS,1
2000000.0,1,16.0,14,HealthTech,0
19500003.0,3,16.0,12,SaaS,0
80000.0,1,13.0,13,SaaS,0
987500.0,1,16.0,13,advertising,0
50000.0,1,12.0,13,creative industries|freelancers|recruiting,0
2000000.0,1,14.0,13,advertising|business services|marketplaces,0
1500000.0,2,28.0,15,SaaS,0
10000000.0,1,13.0,11,FinTech,0
36000000.0,1,27.0,20,semiconductors,0
250000.0,1,17.0,17,e-commerce,1
7778.0,1,14.0,14,AI,0
13058.0,1,21.0,14,legal|real estate|services,0
100000.0,1,17.0,17,curated web,0
2000000.0,1,12.0,11,networking|telecommunications,0
2000000.0,1,14.0,14,social network media,0
2000000.0,1,15.0,14,government innovation|local|mobile|real estate,0
5675000.0,2,14.0,11,FinTech,0
3298998.0,3,16.0,13,biotechnology,0
120000.0,1,16.0,16,blogging platforms|local advertising|social media,0
1557308.0,2,13.0,11,AI,0
2000000.0,1,38.0,15,manufacturing,0
147705.0,1,11.0,11,hotels|online travel|travel,0
475057.0,2,14.0,12,SaaS,0
2000000.0,1,15.0,15,FinTech,1
2250070.0,2,20.0,17,HealthTech,1
2000000.0,1,12.0,11,AI,0
2000000.0,1,24.0,19,MarTech,1
60388934.0,3,24.0,19,gps|semiconductors,1
8000000.0,2,24.0,11,adventure travel|sports|travel,0
400000.0,1,12.0,11,design|energy|manufacturing,0
20500000.0,5,15.0,11,big data|e-commerce|internet tv|personalization|television|video on demand|video streaming,0
6180089.0,4,14.0,11,pharmaceuticals,0
10000000.0,1,24.0,12,e-commerce,0
4500000.0,1,12.0,11,mobile games|online gaming,0
2000000.0,1,11.0,12,FinTech,0
100000.0,1,15.0,12,pharmaceuticals,1
35000.0,2,14.0,12,SaaS,1
44100000.0,4,19.0,11,SaaS,0
16500000.0,2,25.0,18,SaaS,0
31433055.0,4,19.0,11,biotechnology,0
2423000.0,2,14.0,12,HealthTech,0
22478077.0,3,20.0,17,SaaS,0
785000.0,1,24.0,20,HealthTech,0
56831957.0,6,23.0,13,electronics|innovation engineering|manufacturing,0
2260000.0,1,20.0,17,SaaS,0
5500000.0,1,21.0,20,music,0
2000000.0,1,12.0,11,automotive,0
1509997.0,1,21.0,17,HealthTech,0
10000000.0,3,24.0,16,advertising,0
2000000.0,1,16.0,14,mobile,0
12060000.0,2,18.0,11,semiconductors,0
2000000.0,1,28.0,28,SaaS,0
15846225.0,2,23.0,16,biotechnology,0
500000.0,1,24.0,17,biotechnology,0
2430000.0,1,12.0,11,AI,0
34299994.0,5,17.0,12,HealthTech,0
8620000.0,2,16.0,11,FinTech,0
39000000.0,2,26.0,20,biotechnology,0
1100000.0,2,12.0,11,AI,0
393000.0,1,22.0,17,SaaS,0
41874460.8033199,4,25.0,14,SaaS,0
4225311.0,2,27.0,14,SaaS,0
244822.0,1,19.0,16,HealthTech,0
11365000.0,2,37.0,16,MarTech,0
61702727.0,5,27.0,15,biotechnology,0
13500000.0,2,19.0,17,FinTech,0
135000.0,1,13.0,13,SaaS,1
4724999.0,2,14.0,12,curated web,0
220000.0,2,15.0,12,MarTech,0
2000000.0,1,13.0,12,information technology|media|services,0
2000000.0,1,32.0,17,cable|crm|customer service|internet|internet service providers|telecommunications|web hosting|wireless,0
29000000.0,3,24.0,20,SaaS,0
194673840.0,6,29.0,14,semiconductors|web hosting,0
3170000.0,1,24.0,19,curated web,1
1800000.0,2,13.0,12,SaaS,0
60000000.0,1,17.0,15,3d technology|energy|natural resources|oil|predictive analytics,0
96278860.0,6,18.0,11,biotechnology,0
16437900.0,6,20.0,16,FinTech,1
24000000.0,2,26.0,21,security,1
2155846.0,1,13.0,11,EdTech,0
5320000.0,1,25.0,17,clean technology,0
125964844.0,4,22.0,12,HealthTech,1
227000.0,1,13.0,11,trading,0
1400000.0,1,23.0,17,biotechnology,0
25848302.0,2,18.0,12,SaaS,1
7000000.0,1,31.0,25,data visualization,0
1074925.0,2,16.0,13,environmental innovation,0
2800000.0,1,19.0,16,HealthTech,0
1000000.0,1,16.0,13,SaaS,0
20000.0,1,16.0,14,HealthTech,0
14000000.0,2,17.0,12,HealthTech,0
2613500.0,3,29.0,11,HealthTech,0
6219317.0,1,31.0,16,biotechnology,0
1000000.0,2,13.0,12,EdTech,0
470000.0,1,14.0,14,games,0
3500000.0,1,14.0,12,SaaS,0
120000.0,2,13.0,12,SaaS,0
100000.0,1,17.0,16,SaaS,0
821448.0,1,15.0,13,SaaS,0
35000.0,1,17.0,15,apps|mobile,0
703630.0,2,14.0,12,SaaS,0
1000000.0,1,11.0,11,HealthTech,0
21000.0,1,13.0,13,EdTech,0
2000000.0,1,18.0,18,public relations,0
102000000.0,3,17.0,11,FinTech,0
2000000.0,1,19.0,16,travel,0
45000000.0,1,40.0,15,biotechnology,0
2269779.0,2,22.0,16,biotechnology,1
200000.0,1,16.0,16,MarTech,0
18400000.0,1,14.0,14,HealthTech,0
24400000.0,3,12.0,11,computers,0
14135454.0,1,19.0,16,biotechnology,0
866000.0,1,22.0,16,SaaS,0
5300000.0,3,14.0,12,MarTech,0
3715648.0,1,30.0,11,fashion,0
20000000.0,2,17.0,14,apps|app stores|iphone|restaurants|search,0
15000000.0,1,26.0,25,technology,0
13200000.0,2,11.0,11,real estate,0
2000000.0,1,18.0,14,e-commerce,0
22250000.0,1,35.0,20,SaaS,0
80000000.0,3,16.0,13,home automation,0
16227.0,1,12.0,11,3d printing|bio-pharm|biotechnology,0
3000000.0,1,12.0,11,real estate,0
11923000.0,6,15.0,11,real estate|technology,0
11000000.0,3,12.0,11,online rental|real estate|rental housing,0
1680531.0,1,23.0,11,E-Commerce,0
156400000.0,11,22.0,11,FinTech,0
2000000.0,1,22.0,18,advertising|business services|media,0
8000000.0,2,20.0,14,HealthTech,0
150000000.0,2,17.0,12,clean energy|clean technology|natural gas uses,0
2743020.0,1,14.0,12,internet|reviews and recommendations|services,0
15790000.0,2,26.0,20,SaaS,0
5010000.0,1,13.0,12,clean technology,0
12420000.0,2,22.0,18,SaaS,0
225081113.04000014,1,60.0,11,agriculture|clean technology,0
1070000.0,4,15.0,11,online scheduling,0
4125000.0,1,17.0,15,mobile,0
2230000.0,1,19.0,16,curated web,0
14795722.0,4,28.0,21,information security|security|services,0
38556054.0513776,2,15.0,11,hardware|mobile,0
84600000.0,8,22.0,11,analytics|enterprise search|semantic search|social media,0
140000.0,2,12.0,11,home automation|internet of things|telecommunications,0
125000.0,4,13.0,11,SaaS,0
227171.0,1,13.0,11,SaaS,0
27000000.0,3,26.0,14,mobile|web design|web development,0
975000.0,2,16.0,11,internet|internet service providers|wireless,0
16356028.0,4,20.0,14,curated web,0
8500000.0,1,16.0,16,SaaS,0
30000000.0,1,22.0,12,SaaS,0
2500000.0,1,21.0,17,AI,1
2000000.0,1,20.0,12,FinTech,0
6500000.0,1,25.0,13,SaaS,0
200000.0,1,20.0,19,blogging platforms|communities|curated web|monetization|web development|web tools,1
141699.0,1,16.0,15,SaaS,0
41000000.0,2,27.0,21,SaaS,0
13000000.0,2,26.0,20,SaaS,0
12000000.0,6,18.0,11,E-Commerce,0
25000000.0,1,23.0,21,SaaS,0
2000000.0,1,22.0,17,SaaS,0
25000000.0,1,27.0,12,cloud data services,0
52500000.0,1,12.0,11,SaaS,0
2000000.0,2,27.0,19,games,0
2000000.0,1,29.0,27,curated web|internet,0
103030000.0,5,27.0,19,semiconductors|web hosting,0
57680000.0,4,25.0,18,SaaS,0
150000.0,1,12.0,12,p2p money transfer,0
2260020.0,2,21.0,19,SaaS,0
40000000.0,2,26.0,23,SaaS,0
2000000.0,1,23.0,18,SaaS,0
845000.0,1,26.0,21,SaaS,0
225081113.04000014,3,29.0,11,AI,0
12000000.0,1,32.0,17,SaaS,0
132885.0,3,16.0,14,digital media|facebook applications|games|social games|social network media,1
98000000.0,1,30.0,23,SaaS,0
5249215.0,1,19.0,12,security,0
1500000.0,1,12.0,12,AI,0
12000.0,1,12.0,12,e-commerce,0
100000.0,1,19.0,17,business services|career management|employment|networking|recruiting|web hosting,0
14000000.0,1,23.0,20,semiconductors,1
451422.0,4,15.0,13,SaaS,0
7400000.0,1,31.0,21,SaaS,0
12500000.0,2,43.0,22,SaaS,0
451804.0,2,13.0,12,SaaS,0
18000000.0,1,26.0,20,web hosting,0
443539.0,4,14.0,11,FinTech,0
16648351.0,2,26.0,13,semiconductors,0
6671232.75486333,1,23.0,19,curated web|social media,0
32000000.0,1,31.0,24,hardware|semiconductors,0
2710000.0,1,30.0,16,web hosting,0
36000000.0,2,27.0,16,web hosting,0
2700000.0,1,36.0,19,SaaS,0
323025.0,1,27.0,19,advertising,0
15000.0,1,13.0,12,SaaS,0
1500000.0,1,14.0,14,SaaS,0
10800000.0,1,25.0,24,mobile|trusted networks|wireless,0
2000000.0,1,22.0,14,games,0
40000.0,1,14.0,14,analytics,0
943101.0,1,18.0,16,messaging|mobile|mobile video|video,0
15200000.0,3,15.0,11,AI,0
1154995.0,1,17.0,15,FinTech,0
2000000.0,2,17.0,16,SaaS,0
1900000.0,1,15.0,14,curated web,0
7700000.0,1,27.0,13,e-commerce,0
27500000.0,7,20.0,12,analytics|b2b|contact management|lead generation,0
39300000.0,4,17.0,12,HealthTech,0
5000000.0,1,27.0,23,SaaS,0
200000.0,1,12.0,11,internet,0
618000.0,3,13.0,11,AI,0
381000.0,1,27.0,20,SaaS,1
40000000.0,2,26.0,22,SaaS,0
2000000.0,1,27.0,26,publishing,0
400000.0,3,22.0,13,cloud data services|data centers|flash storage|services|web hosting,0
56428000.0,2,26.0,16,FinTech,0
73197633.0,4,23.0,13,semiconductors,0
1000000.0,1,19.0,13,web hosting,0
2000000.0,2,13.0,12,SaaS,0
13000000.0,6,29.0,22,security,0
2000000.0,1,32.0,31,news,0
30000000.0,1,29.0,25,security,0
14400000.0,2,20.0,16,advertising,0
51489170.0,7,17.0,11,MarTech,0
214999816.0,2,26.0,11,E-Commerce,0
152102.0,3,13.0,11,curated web|music|video streaming,0
23804440.4460815,2,28.0,20,FinTech,0
64870.0,2,20.0,14,social media,0
131400000.0,4,14.0,11,SaaS,0
4500000.0,1,58.0,21,SaaS,0
21657412.0,4,20.0,13,cloud management|networking|virtualization,0
4000000.0,1,30.0,15,FinTech,0
794000.0,1,26.0,18,SaaS,0
2000000.0,2,18.0,15,SaaS,0
2000000.0,1,15.0,12,semiconductors,0
5330000.0,3,27.0,22,mobile,1
2000000.0,1,13.0,12,games,0
9250000.0,5,18.0,12,SaaS,0
500000.0,1,16.0,15,AI,1
10250000.0,1,42.0,13,music,0
29500000.0,4,24.0,12,SaaS,0
16000000.0,2,21.0,20,social media|web design|web development,0
500000.0,1,26.0,17,SaaS,0
23980000.0,3,25.0,18,SaaS,0
6316226.0,4,31.0,16,SaaS,0
5689647.0,1,20.0,16,SaaS,0
2500000.0,1,28.0,23,network security,0
3000000.0,2,13.0,12,SaaS,0
6000000.0,1,24.0,21,SaaS,1
1075000.0,5,17.0,11,information technology,0
10000000.0,1,25.0,12,AI,0
10000000.0,1,21.0,19,advertising,1
12000000.0,1,30.0,17,security,0
2000000.0,2,25.0,12,e-commerce,0
750000.0,1,15.0,15,SaaS,0
